Country,Region,CEI,GCI,NCSI,DDL,CEI_norm,GCI_norm,NCSI_norm,DDL_norm,Risk_Score,Risk_Category
Tunisia,Africa,0.614,86.23,53.25,46.26,0.4337078651685393,0.8604156107450583,0.5479957805907173,0.4880636604774534,0.5825457292454421,Medium Risk
Turkey,Asia-Pasific,0.483,97.49,54.55,58.29,0.5808988764044944,0.9745565129244804,0.5617088607594937,0.6560100516543346,0.6932935754357008,Low Risk
Turkmenistan,Asia-Pasific,0.483,14.48,7.79,51.79,0.5808988764044944,0.13309680689305625,0.06845991561181435,0.5652659500209408,0.33693038723257646,Medium Risk
Tuvalu,Asia-Pasific,0.483,5.78,2.6,51.79,0.5808988764044944,0.04490623416117587,0.013713080168776372,0.5652659500209408,0.30119603518884686,High Risk
Uganda,Africa,0.634,69.98,50.65,26.71,0.4112359550561797,0.6956918398378105,0.5205696202531646,0.21513332402624596,0.46065768479335023,Medium Risk
Ukraine,Europe,0.569,65.93,75.32,55.96,0.4842696629213483,0.6546376077040041,0.7808016877637131,0.6234817813765181,0.6357976849413959,Medium Risk
United Arab Emirates,Asia-Pasific,0.359,98.06,40.26,68.87,0.7202247191011236,0.9803345159655348,0.41097046413502114,0.8037135278514589,0.7288108067632846,Low Risk
United Kingdom,Europe,0.207,99.54,89.61,79.96,0.8910112359550562,0.9953370501773949,0.9315400843881857,0.9585369258690492,0.9441063240974215,Low Risk
United States,North America,0.145,100.0,64.94,81.05,0.9606741573033708,1.0,0.6713080168776372,0.9737540136814182,0.9014340469656066,Low Risk
Uruguay,South America,0.348,75.15,59.74,63.86,0.7325842696629213,0.7480993411049165,0.6164556962025317,0.7337707664386429,0.7077275183522531,Low Risk
Uzbekistan,Asia-Pasific,0.721,71.11,36.36,49.0,0.3134831460674158,0.7071464774455145,0.36983122362869203,0.5263157894736842,0.47919415915382657,Medium Risk
Vanuatu,Asia-Pasific,0.483,12.88,25.97,28.1,0.5808988764044944,0.11687785098834264,0.2602320675105485,0.23453860114477174,0.2981368490120393,High Risk
Vatican City,Europe,0.483,53.144999999999996,2.6,51.79,0.5808988764044944,0.5250380131779016,0.013713080168776372,0.5652659500209408,0.4212289799430283,Medium Risk
Venezuela,Africa,0.807,27.06,28.57,43.14,0.21685393258426955,0.26061834769386716,0.28765822784810124,0.4445064916934245,0.3024092499549156,High Risk
Vietnam,Asia-Pasific,0.483,94.59,36.36,47.69,0.5808988764044944,0.945159655347187,0.36983122362869203,0.5080273628368002,0.6009792795542934,Medium Risk
Yemen,Asia-Pasific,0.483,53.144999999999996,7.79,51.79,0.5808988764044944,0.5250380131779016,0.06845991561181435,0.5652659500209408,0.43491568880378784,Medium Risk
Zambia,Africa,0.745,68.88,55.84,29.66,0.2865168539325843,0.6845413076533198,0.5753164556962026,0.25631718553678623,0.45067295070472324,Medium Risk
Zimbabwe,Africa,0.724,36.49,15.58,28.97,0.3101123595505618,0.3562088190572732,0.15063291139240506,0.24668435013262593,0.2659096100332165,High Risk
